,英単語,意味,発音記号
4146,transport, (ある場所からある場所へ)…‘を’『輸送する』、運搬する《+名+from+名+to+名》 / 《文》《受動態で》(…で)…‘を’夢中にする、有頂天にする《+名+with+名》 / 〈罪人〉‘を’流刑にする / 〈U〉輸送、運送、輸送(交通)機関(transportation) / 〈C〉(軍隊や軍需品を運ぶ)輸送船、輸送機,trænspɔ’:rt
4147,Constantinople, コンスタンティノープル(イスタンブールの旧名),kɑ`nstænt(ə)nóupl
4148,coffin, 『棺』、ひつぎ,kɔ’:fin
4149,forgiveness, (…を)許すこと、容赦《+『of』+『名』》 / 寛大さ,fərgívnis
4150,awfully, 恐ろしく、すさまじく(terribly) / 《話》ひどく、とても,ɔ’:f(ə)li
4151,clinging, (衣服を)体にぴったりついている / 人に頼り過ぎる,klíŋiŋ
4152,contemplation, (…を)じっと見つめること《+『of』+『名』》 / 熟考、(特に)瞑想(めいそう) / 期待、予期、意図,kɑ`ntəmpléiʃən
4153,manufacture, 〈U〉(工場における大規模の)『製造』、製作;製造工業;(一般に)作ること、製造 / 〈C〉《しばしば複数形で》『製品』 / (工場で大規模に)(…から)…‘を’製造する、製作する《+『名』+『from』+『名』》 / …‘を’加工する、製品化する / 〈話・口実など〉‘を’でっち上げる,mæ`njufæ’kʧər
4154,swallow, 『ツバメ』  〈食物など〉‘を’『飲み込む』 / 〈言葉など〉‘を’取り消す / 〈感情など〉‘を’表さない、抑える / …‘を’我慢する / 《話》…‘を’うのみにする / (特に、緊張して)つばを飲み込む / (…を)飲み込むこと《+of+名》 / (…の)一飲みする量《+of+名》,swɑ’lou
4155,commonplace, 『普通の』、ありふれた、平凡な / ありふれた事(物) / 平凡な文句、ありふれた言い方,kɑ’mənplèis
4156,she’d, she had、 she wouldの短縮形,ʃíd
4157,contracted, 縮めた、収縮した / (語・音節などを)縮約した / (心・思想など)狭い、狭量な,kəntræ’ktid
4158,inscription, 〈U〉記す(刻む)こと、銘刻 / 〈C〉『銘、碑文』;(貨幣などの)刻銘 / 〈C〉(寄贈図書などの)献呈の辞,inskrípʃən
4159,comfortably, 『ここちよく』、気楽に、なに不自由なく,kʌ’mftəbli
4160,indulge, 〈欲望など〉‘を’『満足させる』;〈人〉‘の’思いのままにさせる / 〈子供など〉‘を’甘やかす / (欲望などを)『満足させる』、(…を)思いのままにする《+『in』+『名』(do『ing』)》,indʌ’lʤ
4161,indulgence, 〈U〉(欲望などに)ふけること、(…を)ほしいままにすること》+『in』+『名』(do『ing』)》 / 〈U〉〈C〉甘やかすこと、寛大 / 〈C〉道楽、好物 / (また『pardon』)〈U〉(カトリックで)免罪;〈C〉免罪符,indʌ’lʤəns
4162,bravely, 『勇敢に』、りっぱに,bréivli
4163,yea, はい、さよう、しかり / 全く、実に、げに / 賛成、背定、賛成の返事、賛成投票[者],jéi
4164,keenly, 鋭く、激しく / 鋭敏に / 熱心に,kí:nli
4165,exhibition, 〈U〉《an~》(感情などを)『表すこと』、示すこと、(能力などの)『発揮』《+『of』+『名』》 / 〈C〉(…の)『展覧会』、展示会《+『of』+『名』》 / 〈C〉《英》奨学金,èksəbíʃən
4166,agricultural, 『農業の』、農耕の;農学[上]の,æ`grikʌ’lʧər(ə)l
4167,enlightened, 啓発された、教化された,inláitnd
4168,quest, (…の)探求、探索(search)《+『of』(『for』)+『名』》 / (中世騎士の)冒険の旅;(…を捜し求めての)遠征《+『of』+『名』》 / (…を)探索する《+『for』+『名』》,kwést
4169,crest, (鳥の)とさか / (かぶとの)前立て、羽根飾り / 山頂、尾根;波がしら;(一般に)絶頂、最上 / 紋章、家紋,krést
4170,extension, 〈U〉〈C〉(…を)『拡大』(延長)『すること』、(…が)拡大(延長)されること《+『of』+『名』》 / 〈C〉拡大(延長)された部分(物) / 〈C〉(電話の)内線,iksténʃən
4171,uneasiness, 不安、心配;窮屈、堅苦しさ,ʌ`ní:zinis
4172,constitute, 《しばしば受動体で》〈物〉’を’『構成する』、〈人の本質・体質〉’を’作っている(進行形にできない) / 《『constitute』+『名』〈目〉+『名』〈補〉》〈人〉’を'(役目・職務なとに)『任命する』、選定する:〈制度など〉’を’『制定する』、〈機関など〉’を’設立する,kɑ’nstət(j)ù:t
4173,swing,(一定の動きで)…‘を’『振る』、揺り動かす / (一点を軸にして)…‘を’『回転させる』、ぐるりと回す / 〈棒など〉‘を’『振り回す』 / …‘を’向きを変える / 〈物〉‘を’『つるす』、掛ける / 《米話》〈取引きなど〉‘を’うまく処理する、思いどおりに操る / (…から別の意見・立場などに)…‘を’変える《+from+名+to+名》 / 《副詞[句]を伴って》(一定の動きで)『揺れる』、揺れ動く;ぶらんこに乗る / (一点を軸にして)『回転する』、ぐるりと回る / (大きく弧を描くように)(…を)打つ《+at+名》 / (…の方に)向きを変える《+on(onto、to、into)+名》 / のびのびと調子よく歩く、活動的になる / 《話》(…のことで)絞首刑になる《+for+名》 / (別の意見・立場などに)変わる《+to(toward)+名(doing)》 / 《話》〈音楽が〉スイング風である(に演奏する) / 〈C〉〈U〉(一定の動きを伴う)揺れ、振動;(ある方向への)揺れ動き《+toward+名》 / 〈C〉振幅 / 〈C〉『ぶらんこ』;ぶらんこ遊び / 〈U〉《しばしば a~》リズミカルな動き(歩き方) / 〈C〉(…を)大きく振ること、打つこと《+of+名》 / 〈U〉活動の自由 / 〈U〉スイング(1930‐40年代のジャズのリズム) / 〈C〉各国・各大陸を飛び歩く,swíŋ
4174,meadow, 『牧草地』、草原,médou
4175,complex, 『いくつかの部分から成る』、複合の、合成の / 『複雑な』、入りくんだ、こみいった(complicated) / 複合体、合成物 / コンプレックス、複合(抑圧されて心に残った複雑なしこり),kəmpléks
4176,controversy, (通例紙上での)『論争』;議論、口論,kɑ’ntrəvə`:rsi
4177,resignation, 〈U〉〈C〉『辞職』、『辞任』、やめること / 〈C〉辞表、退職願い / あきらめ、忍従,rèzignéiʃən
4178,tempest, 大あらし、大暴風雨 / 大騒ぎ、大騒動,témpist
4179,guidance, 『指導』;『案内』;指揮 / (児童・生徒の)指導、ガイダンス / (宇宙船・ミサイルなどの)誘導[装置],gáidns
4180,humbly, 卑しく;謙そんして,hʌ’mbli
4181,serene, (生活・風景などが)『穏やかな』、平穏な / うららかな、晴れた / 《S-》やんごとなき,sərí:n
4182,roughly, 『手荒く』、乱暴に、ぞんざいに / 『おおよそ』、概略,rʌ’fli
4183,remarkably, 著しく、目立って,rimɑ’:rkəbli
4184,dainty, 『上品な』、優美な / 『美味の』、おいしい / 口のおごった;(食物に)やかましい《+『about』+『名』(do『ing』)》 / 〈C〉おいしいもの / 〈U〉美味,déinti
4185,overhead, 『頭上高く』、空に / 『頭上にある』、空にある / 〈C〉《英では複数形で》一般諸経費,óuvəhed
4186,commencement, 発始 / (米国の大学のケンブリッジ大学・ダブリン大学の)学位授与式、卒業式;《米》(一般に)卒業式,kəménsmənt
4187,brightness, 輝き;明るさ;(自の)あざやかさ,bráitnis
4188,oppression, 〈U〉〈C〉(…を)『虐げること』、『圧迫すること』、(…に対する)圧迫、圧制《+『of』+『名』》 / 〈C〉(…の)苦難、困苦《+『of』+『名』(do『ing』)》 / 〈U〉重苦しい気分、圧迫感,əpréʃən
4189,repeatedly, 繰り返して、再三再四,ripí:tidli
4190,conspiracy, 陰謀、たくらみ;陰謀団,kənspírəsi
4191,restrain, 〈感情・行動など〉‘を’『抑える』、『抑制する』 / (…しないように)〈人〉‘に’『がまんさせる』、‘を’こらえさせる《+『名』〈人〉+『from』+『名』(do『ing』)》 / (逮捕・監禁などによって)〈人〉‘の’自由を奪う、‘を’拘束する,ristréin
4192,preservation, (…の)保護、保存、保管;(食料などの)貯蔵》+『of』+『名』》,prèzərvéiʃən
4193,pub, パブ(public house),pʌ’b
4194,pepper, 〈U〉『こしょう』 / 〈C〉コショウ科の植物 / 〈C〉こしょうの実 / …‘に’こしょうをかける / (繰り返し…を)…‘に’振りかける《+『名』+『with』+『名』》,pépər
4195,basin,『たらい』、はぢ(bowl);洗面器 / (…の)たらい1杯[分]《+『of』+『名』》 / (自然または人工の)水たまり、池 / (川の)流域;くぼ地、盆地 / 入江、内湾、船だまり,béisn
4196,creeping, (つるのように)はう / のろのろ動く / ぞっとする,krí:piŋ
4197,Matthew,聖マタイ(『St.~』;4人の福音書の記者の一人) / 新約聖書の「マタイによる福音書」;《略》『Matt.』,mæ’θju:
4198,publicly, 公に、公然と;おおっぴらに / 公的に、公衆によって,pʌ’blikli
4199,grove, 『小さい森』(『林』)、木立ち,gróuv
4200,calamity, (地震・紅水・火災・病気などの)『災害』、災難 / 難儀、苦難,kəlæ’məti
4201,pony, 小型の品種の馬;(一般に)小さい馬 / 《米俗》(外国語や古典の対訳の)虎の巻,póuni
4202,melody, 〈U〉『美しい音の流れ』、快い調べ / 〈C〉『旋律』;(声楽曲・器楽曲の)主旋律[部分],mélədi
4203,profitable, 『利益の上がる』 / 有益な,prɑ’fitəbl
4204,hire, 〈人〉‘を’『雇う』 / (金を払って)〈物〉‘を’『借りる』、賃借する / 〈物〉‘を’賃貸しする;〈自分〉‘が’金で雇われる《+『out』+『名』、+『名』+『out』》 / 借り賃、使用料;雇い賃、給料 / (物の)『賃貸し』、賃借り;(人の)雇用 / (人が)雇われて,háiər
4205,speculation, (…に関する)『推測』、考察《+『about』(『on、 upon』)+『名』》 / (…への)投機《+『in』(『on』)+『名』》,spèkjuléiʃən
4206,drunken, 酒に酔った / 酒の上での、酔ったあげくの,drʌ’ŋkən
4207,candidate, (…の)『候補者』、志願者《+『for』+『名』》,kæ’ndidèit
4208,principally, 『主として』、おもに(chiefly),prínsəp(ə)li
4209,worried, (人・表情などが)心配そうな,wə’:rid
4210,obstinate, 『がん呼な』、強情な / (病気などが)直りにくい,ɑ’bstənət
4211,hasten, …‘を’『急がせる』 / 『急ぐ』、『急いでする』,héisn
4212,elderly, かなり年配の、初老の,éldərli
4213,telegraph, 〈U〉『電信』、電報 / 〈C〉電信機 / 〈伝言など〉‘を’『電報(電信)で知らせる』(wire) / (…に)電報を打つ、打電する《+to+名》,téligræ`f
4214,Russell,ラッセル(『Bertrand~』;1872‐1970;英国の哲学者・数学者),rʌ’sl
4215,university, {C}『[総合]大学』 / 〈U〉《the university》《集合的に》大学生、大学当局,jù:nəvə’:rsəti
4216,ghastly, 『ぞっとする』、ものすごい(dreadful) / (人・顔つきなどが)『死人のような』、青ざめた / 《話》(人・天気・痛みなどが)ひどい、特に悪い、はなはだしい / 恐ろしく / 青ざめて,gæ’st-
4217,patron, (個人・主義・事業などの)『後援者』、保護者、パトロール《+『of』、『名』》 / (商店・レストランなどの)『お得意』、顧客《+『of』+『名』》,péitr(ə)n
4218,barbarous, 野蛮な;残忍な;野卑な(savage),bɑ’:rbərəs
4219,celestial, 天国の、天上界の;神聖な;絶妙な / 天体の、天空の,səlésʧəl
4220,patriotism, 愛国心,péitriətìzm
4221,modify, 旨‘を’『修正する』、変更する / …‘を’加滅する、緩和する / 〈語・句・節が〉…‘を’修飾する、限定する,mɑ’dəfài
4222,exertion, 〈U〉〈C〉努力、骨折り / 〈U〉〈C〉(力・権力などの)発揮、行使《+『of』+『名』》,igzə’:rʃən
